AAMC,2017-07-17,12:43:00,93.35
AAMC,2017-07-17,13:25:00,93.5
AAMC,2017-07-17,15:37:00,92.0
AAMC,2017-07-17,15:46:00,90.05
AAMC,2017-07-17,15:58:00,92.37
AAMC,2017-07-17,15:59:00,88.98
AAMC,2017-07-17,16:00:00,92.25
AAU,2017-07-17,09:32:00,1.2
AAU,2017-07-17,09:33:00,1.23
AAU,2017-07-17,09:34:00,1.23
AAU,2017-07-17,09:37:00,1.24
AAU,2017-07-17,09:38:00,1.23
AAU,2017-07-17,09:40:00,1.21
AAU,2017-07-17,09:43:00,1.21
AAU,2017-07-17,09:46:00,1.22
AAU,2017-07-17,09:47:00,1.24
AAU,2017-07-17,09:51:00,1.23
AAU,2017-07-17,09:56:00,1.24
AAU,2017-07-17,09:59:00,1.24
AAU,2017-07-17,10:02:00,1.23
AAU,2017-07-17,10:05:00,1.22
AAU,2017-07-17,10:10:00,1.22
AAU,2017-07-17,10:11:00,1.22
AAU,2017-07-17,10:12:00,1.23
AAU,2017-07-17,10:18:00,1.23
AAU,2017-07-17,10:20:00,1.23
AAU,2017-07-17,10:23:00,1.23
AAU,2017-07-17,10:24:00,1.24
AAU,2017-07-17,10:26:00,1.23
AAU,2017-07-17,10:31:00,1.23
AAU,2017-07-17,10:35:00,1.23
AAU,2017-07-17,10:44:00,1.23
AAU,2017-07-17,10:45:00,1.23
AAU,2017-07-17,10:54:00,1.24
AAU,2017-07-17,11:03:00,1.23
AAU,2017-07-17,11:13:00,1.24
AAU,2017-07-17,11:15:00,1.24
AAU,2017-07-17,11:17:00,1.24
AAU,2017-07-17,11:18:00,1.24
AAU,2017-07-17,11:19:00,1.24
AAU,2017-07-17,11:24:00,1.24
AAU,2017-07-17,11:25:00,1.23
AAU,2017-07-17,11:27:00,1.24
AAU,2017-07-17,11:28:00,1.23
AAU,2017-07-17,11:29:00,1.24
AAU,2017-07-17,11:31:00,1.23
AAU,2017-07-17,11:33:00,1.24
AAU,2017-07-17,11:35:00,1.23
AAU,2017-07-17,11:41:00,1.24
AAU,2017-07-17,11:45:00,1.23
AAU,2017-07-17,11:49:00,1.24
AAU,2017-07-17,11:50:00,1.24
AAU,2017-07-17,11:56:00,1.24
AAU,2017-07-17,12:03:00,1.23
AAU,2017-07-17,12:09:00,1.23
AAU,2017-07-17,12:17:00,1.23
AAU,2017-07-17,12:22:00,1.22
AAU,2017-07-17,12:23:00,1.22
AAU,2017-07-17,12:26:00,1.23
AAU,2017-07-17,12:36:00,1.22
AAU,2017-07-17,12:41:00,1.22
AAU,2017-07-17,12:42:00,1.22
AAU,2017-07-17,12:43:00,1.22
AAU,2017-07-17,12:49:00,1.22
AAU,2017-07-17,12:50:00,1.23
AAU,2017-07-17,13:01:00,1.23
AAU,2017-07-17,13:02:00,1.23
AAU,2017-07-17,13:03:00,1.23
AAU,2017-07-17,13:04:00,1.23
AAU,2017-07-17,13:06:00,1.23
AAU,2017-07-17,13:07:00,1.23
AAU,2017-07-17,13:08:00,1.23
AAU,2017-07-17,13:09:00,1.23
AAU,2017-07-17,13:16:00,1.22
AAU,2017-07-17,13:18:00,1.23
AAU,2017-07-17,13:19:00,1.22
AAU,2017-07-17,13:21:00,1.22
AAU,2017-07-17,13:22:00,1.23
AAU,2017-07-17,13:23:00,1.23
AAU,2017-07-17,13:36:00,1.22
AAU,2017-07-17,13:59:00,1.23
AAU,2017-07-17,14:05:00,1.23
AAU,2017-07-17,14:09:00,1.23
AAU,2017-07-17,14:13:00,1.22
AAU,2017-07-17,14:16:00,1.23
AAU,2017-07-17,14:27:00,1.23
AAU,2017-07-17,14:46:00,1.22
AAU,2017-07-17,14:53:00,1.22
AAU,2017-07-17,14:55:00,1.23
AAU,2017-07-17,14:59:00,1.23
AAU,2017-07-17,15:16:00,1.23
AAU,2017-07-17,15:17:00,1.23
AAU,2017-07-17,15:18:00,1.22
AAU,2017-07-17,15:19:00,1.23
AAU,2017-07-17,15:20:00,1.23
AAU,2017-07-17,15:23:00,1.22
AAU,2017-07-17,15:29:00,1.22
AAU,2017-07-17,15:45:00,1.22
AAU,2017-07-17,15:47:00,1.22
AAU,2017-07-17,15:50:00,1.22
AAU,2017-07-17,15:53:00,1.23
AAU,2017-07-17,15:56:00,1.23
AAU,2017-07-17,15:59:00,1.23
AAU,2017-07-17,16:00:00,1.22
ABE,2017-07-17,11:31:00,14.03
ABE,2017-07-17,11:40:00,14.03
ABE,2017-07-17,15:24:00,14.08
ACU,2017-07-17,09:30:00,28.0
ACU,2017-07-17,10:04:00,28.24
ACU,2017-07-17,10:05:00,28.24
ACU,2017-07-17,13:02:00,28.1
ACU,2017-07-17,13:54:00,28.22
ACU,2017-07-17,13:58:00,28.0
ACU,2017-07-17,13:59:00,27.88
ACU,2017-07-17,14:26:00,27.99
ACU,2017-07-17,14:27:00,28.0
ACU,2017-07-17,14:29:00,28.0
ACY,2017-07-17,09:30:00,14.7
ACY,2017-07-17,09:31:00,14.7
